wavelength_um,loss_10,loss_10_sd,loss_12,loss_12_sd,loss_13,loss_13_sd
0.96511,1.00371,0.0191942,0.857797,0.0152715,0.754595,0.0131681
0.970921,0.997995,0.0191565,0.853162,0.0152614,0.750723,0.0131671
0.976768,0.992339,0.0191185,0.84857,0.0152512,0.746885,0.0131663
0.982649,0.986743,0.0190802,0.844022,0.0152409,0.743079,0.0131656
0.988566,0.981205,0.0190415,0.839516,0.0152305,0.739306,0.013165
0.994519,0.975726,0.0190025,0.835052,0.0152199,0.735565,0.0131644
1.00051,0.970305,0.0189631,0.83063,0.0152092,0.731855,0.0131639
1.00653,0.964941,0.0189234,0.826251,0.0151983,0.728178,0.0131633
1.01259,0.959636,0.0188832,0.821913,0.0151871,0.724533,0.0131627
1.01869,0.954387,0.0188427,0.817616,0.0151757,0.72092,0.013162
1.02482,0.949195,0.0188017,0.813361,0.0151641,0.717337,0.0131612
1.031,0.94406,0.0187603,0.809147,0.0151522,0.713787,0.0131604
1.0372,0.938981,0.0187186,0.804974,0.01514,0.710267,0.0131594
1.04345,0.933958,0.0186763,0.800841,0.0151275,0.706779,0.0131583
1.04973,0.928991,0.0186337,0.79675,0.0151147,0.703323,0.0131571
1.05605,0.924079,0.0185907,0.792699,0.0151016,0.699897,0.0131557
1.06241,0.919222,0.0185472,0.788688,0.0150882,0.696502,0.0131541
1.06881,0.91442,0.0185034,0.784718,0.0150744,0.693138,0.0131523
1.07525,0.909673,0.0184591,0.780787,0.0150603,0.689805,0.0131504
1.08172,0.90498,0.0184144,0.776897,0.0150459,0.686503,0.0131482
1.08823,0.900342,0.0183694,0.773047,0.0150311,0.683231,0.0131458
1.09479,0.895757,0.018324,0.769236,0.0150159,0.679991,0.0131432
1.10138,0.891226,0.0182782,0.765465,0.0150004,0.676781,0.0131404
1.10801,0.886748,0.018232,0.761734,0.0149846,0.673601,0.0131373
1.11468,0.882324,0.0181855,0.758042,0.0149684,0.670452,0.013134
1.1214,0.877952,0.0181387,0.754389,0.0149518,0.667334,0.0131305
1.12815,0.873633,0.0180916,0.750776,0.0149349,0.664246,0.0131266
1.13494,0.869367,0.0180441,0.747202,0.0149176,0.661189,0.0131226
1.14177,0.865153,0.0179964,0.743666,0.0149,0.658162,0.0131182
1.14865,0.860991,0.0179484,0.74017,0.014882,0.655166,0.0131136
1.15557,0.856881,0.0179002,0.736713,0.0148637,0.6522,0.0131087
1.16252,0.852822,0.0178518,0.733294,0.0148451,0.649264,0.0131036
1.16953,0.848815,0.0178031,0.729914,0.0148261,0.646358,0.0130982
1.17657,0.844859,0.0177543,0.726573,0.0148068,0.643483,0.0130925
1.18365,0.840954,0.0177054,0.72327,0.0147873,0.640638,0.0130866
1.19078,0.8371,0.0176563,0.720006,0.0147674,0.637824,0.0130804
1.19795,0.833296,0.0176071,0.716779,0.0147472,0.635039,0.0130739
1.20516,0.829542,0.0175579,0.713591,0.0147267,0.632285,0.0130672
1.21242,0.825839,0.0175086,0.710441,0.014706,0.629561,0.0130602
1.21972,0.822186,0.0174593,0.707329,0.014685,0.626867,0.013053
1.22707,0.818582,0.0174101,0.704255,0.0146637,0.624202,0.0130456
1.23445,0.815027,0.0173609,0.701218,0.0146423,0.621568,0.0130378
1.24189,0.811522,0.0173117,0.698219,0.0146206,0.618964,0.0130299
1.24937,0.808066,0.0172628,0.695258,0.0145987,0.61639,0.0130217
1.25689,0.804658,0.0172139,0.692334,0.0145767,0.613846,0.0130133
1.26446,0.801299,0.0171653,0.689448,0.0145544,0.611331,0.0130047
1.27207,0.797989,0.0171169,0.686599,0.0145321,0.608847,0.012996
1.27973,0.794726,0.0170688,0.683787,0.0145096,0.606392,0.012987
1.28744,0.791512,0.017021,0.681011,0.014487,0.603967,0.0129778
1.29519,0.788345,0.0169736,0.678273,0.0144643,0.601571,0.0129684
1.30299,0.785225,0.0169266,0.675572,0.0144416,0.599205,0.0129589
1.31083,0.782153,0.01688,0.672907,0.0144188,0.596869,0.0129493
1.31873,0.779127,0.016834,0.670279,0.014396,0.594562,0.0129395
1.32667,0.776149,0.0167885,0.667687,0.0143733,0.592285,0.0129296
1.33466,0.773217,0.0167435,0.665132,0.0143505,0.590037,0.0129196
1.34269,0.770331,0.0166992,0.662613,0.0143279,0.587818,0.0129095
1.35078,0.767491,0.0166556,0.66013,0.0143053,0.585629,0.0128993
1.35891,0.764697,0.0166128,0.657683,0.0142828,0.583469,0.0128891
1.3671,0.761949,0.0165707,0.655271,0.0142605,0.581338,0.0128788
1.37533,0.759246,0.0165294,0.652896,0.0142384,0.579236,0.0128685
1.38361,0.756588,0.0164891,0.650556,0.0142165,0.577163,0.0128582
1.39194,0.753975,0.0164497,0.648251,0.0141948,0.575119,0.0128479
1.40032,0.751407,0.0164113,0.645982,0.0141734,0.573104,0.0128377
1.40875,0.748883,0.0163739,0.643748,0.0141523,0.571118,0.0128275
1.41724,0.746404,0.0163377,0.641549,0.0141315,0.56916,0.0128174
1.42577,0.743968,0.0163026,0.639385,0.0141112,0.567232,0.0128073
1.43436,0.741576,0.0162687,0.637255,0.0140912,0.565332,0.0127974
1.44299,0.739228,0.0162361,0.635161,0.0140717,0.56346,0.0127877
1.45168,0.736923,0.0162049,0.633101,0.0140526,0.561617,0.012778
1.46042,0.734661,0.0161749,0.631075,0.0140341,0.559802,0.0127686
1.46922,0.732441,0.0161465,0.629083,0.0140162,0.558015,0.0127594
1.47806,0.730265,0.0161195,0.627126,0.0139988,0.556257,0.0127505
1.48696,0.72813,0.016094,0.625202,0.0139821,0.554527,0.0127418
1.49592,0.726038,0.0160701,0.623313,0.013966,0.552825,0.0127334
1.50493,0.723988,0.0160478,0.621456,0.0139507,0.55115,0.0127253
1.51399,0.721979,0.0160272,0.619634,0.0139361,0.549504,0.0127175
1.5231,0.720011,0.0160084,0.617845,0.0139223,0.547885,0.0127102
1.53228,0.718085,0.0159913,0.616089,0.0139093,0.546294,0.0127032
1.5415,0.7162,0.0159759,0.614366,0.0138971,0.544731,0.0126966
1.55078,0.714355,0.015961,0.612676,0.0138843,0.543195,0.0126887
1.56012,0.712551,0.015948,0.611019,0.0138723,0.541686,0.0126812
1.56952,0.710786,0.0159369,0.609394,0.0138613,0.540205,0.0126742
1.57897,0.709062,0.0159276,0.607802,0.0138512,0.538751,0.0126677
1.58848,0.707378,0.0159203,0.606242,0.0138421,0.537324,0.0126616
1.59804,0.705733,0.015915,0.604715,0.013834,0.535923,0.0126561
1.60766,0.704127,0.0159116,0.603219,0.0138269,0.53455,0.0126512
1.61734,0.70256,0.0159103,0.601755,0.0138209,0.533204,0.0126468
1.62708,0.701032,0.0159111,0.600323,0.0138161,0.531884,0.012643
1.63688,0.699542,0.0159139,0.598923,0.0138124,0.530591,0.0126398
1.64674,0.698091,0.0159188,0.597554,0.0138098,0.529325,0.0126373
1.65665,0.696678,0.0159258,0.596216,0.0138085,0.528084,0.0126355
1.66663,0.695302,0.015935,0.594909,0.0138083,0.52687,0.0126343
1.67666,0.693964,0.0159462,0.593633,0.0138095,0.525682,0.0126339
1.68676,0.692664,0.0159597,0.592388,0.0138119,0.524521,0.0126343
1.69692,0.6914,0.0159752,0.591173,0.0138156,0.523385,0.0126354
1.70713,0.690174,0.015993,0.589989,0.0138206,0.522275,0.0126374
1.71741,0.688984,0.0160129,0.588835,0.013827,0.52119,0.0126402
1.72776,0.68783,0.0160349,0.587711,0.0138347,0.520132,0.0126438
1.73816,0.686713,0.0160592,0.586617,0.0138439,0.519098,0.0126483
1.74863,0.685631,0.0160855,0.585553,0.0138544,0.51809,0.0126536
1.75916,0.684585,0.0161141,0.584519,0.0138663,0.517108,0.0126599
1.76975,0.683575,0.0161448,0.583514,0.0138796,0.51615,0.0126671
1.7804,0.6826,0.0161777,0.582538,0.0138943,0.515218,0.0126753
1.79113,0.68166,0.0162127,0.581592,0.0139105,0.514311,0.0126844
1.80191,0.680755,0.0162499,0.580675,0.0139282,0.513428,0.0126945
1.81276,0.679884,0.0162891,0.579786,0.0139473,0.51257,0.0127055
1.82368,0.679047,0.0163305,0.578926,0.0139678,0.511736,0.0127176
1.83466,0.678245,0.016374,0.578095,0.0139899,0.510927,0.0127307
1.84571,0.677476,0.0164196,0.577291,0.0140134,0.510143,0.0127448
1.85682,0.676742,0.0164672,0.576517,0.0140383,0.509382,0.01276
1.868,0.67604,0.016517,0.57577,0.0140648,0.508646,0.0127763
1.87925,0.675372,0.0165687,0.575051,0.0140927,0.507934,0.0127936
1.89056,0.674737,0.0166225,0.574359,0.0141221,0.507245,0.0128119
1.90195,0.674134,0.0166783,0.573695,0.014153,0.50658,0.0128314
1.9134,0.673564,0.0167361,0.573059,0.0141853,0.505939,0.0128519
1.92492,0.673026,0.0167958,0.57245,0.0142192,0.505322,0.0128736
1.93651,0.672521,0.0168575,0.571868,0.0142545,0.504727,0.0128963
1.94817,0.672047,0.0169212,0.571312,0.0142912,0.504156,0.0129202
1.95991,0.671605,0.0169868,0.570784,0.0143294,0.503609,0.0129451
1.97171,0.671194,0.0170543,0.570282,0.0143691,0.503084,0.0129712
1.98358,0.670814,0.0171237,0.569806,0.0144102,0.502582,0.0129984
