wavelength_um,loss_10,loss_10_sd,loss_12,loss_12_sd,loss_13,loss_13_sd
2.39269,0.667974,0.0100778,0.536826,0.00723902,0.456166,0.0058345
2.41207,0.670261,0.010214,0.538328,0.00732447,0.45724,0.00589287
2.43161,0.672618,0.0103528,0.539888,0.0074117,0.458363,0.00595263
2.4513,0.675046,0.010494,0.541506,0.00750073,0.459536,0.00601379
2.47116,0.677543,0.0106377,0.543182,0.00759157,0.460758,0.00607634
2.49117,0.680112,0.0107838,0.544915,0.00768421,0.46203,0.0061403
2.51135,0.68275,0.0109325,0.546706,0.00777868,0.46335,0.00620567
2.53169,0.685458,0.0110837,0.548553,0.00787497,0.46472,0.00627247
2.5522,0.688235,0.0112374,0.550458,0.00797311,0.466139,0.0063407
2.57287,0.691082,0.0113937,0.55242,0.0080731,0.467606,0.00641038
2.59371,0.693999,0.0115526,0.554439,0.00817495,0.469122,0.00648151
2.61472,0.696984,0.011714,0.556514,0.00827868,0.470687,0.0065541
2.63589,0.700039,0.0118781,0.558647,0.0083843,0.4723,0.00662817
2.65724,0.703163,0.0120447,0.560835,0.00849183,0.473962,0.00670373
2.67876,0.706355,0.012214,0.56308,0.00860127,0.475671,0.00678078
2.70046,0.709617,0.012386,0.565381,0.00871265,0.47743,0.00685935
2.72233,0.712946,0.0125607,0.567739,0.00882598,0.479236,0.00693943
2.74438,0.716344,0.0127381,0.570152,0.00894127,0.48109,0.00702106
2.76661,0.719811,0.0129182,0.572622,0.00905855,0.482992,0.00710424
2.78902,0.723346,0.0131011,0.575147,0.00917784,0.484942,0.00718899
2.81161,0.726949,0.0132868,0.577728,0.00929914,0.48694,0.00727531
2.83438,0.73062,0.0134754,0.580365,0.00942249,0.488986,0.00736324
2.85734,0.73436,0.0136667,0.583057,0.0095479,0.491079,0.00745277
2.88048,0.738167,0.013861,0.585805,0.00967539,0.49322,0.00754394
2.90381,0.742042,0.0140581,0.588609,0.00980498,0.495408,0.00763675
2.92733,0.745985,0.0142582,0.591468,0.00993669,0.497644,0.00773122
2.95104,0.749996,0.0144613,0.594382,0.0100706,0.499927,0.00782738
2.97494,0.754075,0.0146673,0.597352,0.0102066,0.502258,0.00792523
2.99904,0.758222,0.0148764,0.600377,0.0103448,0.504635,0.0080248
3.02333,0.762436,0.0150886,0.603457,0.0104852,0.507061,0.00812611
3.04782,0.766718,0.0153038,0.606592,0.0106279,0.509533,0.00822917
3.0725,0.771069,0.0155222,0.609783,0.0107729,0.512053,0.00833401
3.09739,0.775486,0.0157438,0.613029,0.0109201,0.514619,0.00844064
3.12247,0.779971,0.0159686,0.61633,0.0110696,0.517233,0.00854909
3.14776,0.784524,0.0161966,0.619685,0.0112215,0.519894,0.00865938
3.17326,0.789145,0.0164279,0.623096,0.0113758,0.522602,0.00877153
