wavelength [nm],signal
996.086,-0.001
996.329,0.003
996.573,0
996.817,0.002
997.06,-0.001
997.304,0.001
997.547,0.001
997.791,0.001
998.034,0.002
998.278,0.003
998.522,0.002
998.765,0.004
999.009,0.002
999.253,0
999.496,0.002
999.74,0
999.984,-0.001
1000.227,-0.004
1000.471,0
1000.715,0
1000.958,0.003
1001.202,0.001
1001.446,-0.001
1001.689,0.003
1001.933,0.004
1002.177,0.002
1002.421,0.002
1002.664,-0.001
1002.908,0.002
1003.152,-0.001
1003.396,0.001
1003.639,-0.001
1003.883,0.003
1004.127,0.002
1004.371,0.004
1004.615,-0.002
1004.858,0.001
1005.102,0.001
1005.346,0.001
1005.59,0
1005.834,0
1006.077,0.001
1006.321,0.003
1006.565,0
1006.809,0.002
1007.053,-0.001
1007.297,0.001
1007.541,-0.002
1007.785,0.003
1008.029,-0.002
1008.272,0.002
1008.516,0
1008.76,0.002
1009.004,0.001
1009.248,0.003
1009.492,-0.001
1009.736,0.001
1009.98,0.006
1010.224,0.003
1010.468,0
1010.712,0.002
1010.956,-0.002
1011.2,0.002
1011.444,0
1011.688,0.004
1011.932,0.003
1012.176,0.008
1012.42,0.012
1012.664,0.024
1012.908,0.046
1013.152,0.064
1013.396,0.063
1013.64,0.046
1013.884,0.033
1014.129,0.034
1014.373,0.026
1014.617,0.026
1014.861,0.022
1015.105,0.025
1015.349,0.02
1015.593,0.017
1015.837,0.016
1016.081,0.018
1016.326,0.013
1016.57,0.011
1016.814,0.011
1017.058,0.013
1017.302,0.009
1017.546,0.009
1017.791,0.009
1018.035,0.01
1018.279,0.006
1018.523,0.006
1018.768,0.008
1019.012,0.008
1019.256,0.008
1019.5,0.008
1019.745,0.005
1019.989,0.008
1020.233,0.007
1020.477,0.006
1020.722,0.002
1020.966,0.007
1021.21,0.003
1021.455,0.005
1021.699,0.005
1021.943,0.002
1022.187,0.001
1022.432,0.001
1022.676,-0.002
1022.92,0.003
1023.165,-0.002
1023.409,0.003
