log_file,gps_time_s,type,photodiode,detector_index,l,l_sd,npts,monitor,manip_x_mm,manip_y_mm,manip_pitch_deg,manip_yaw_deg,wavelength_um,opa_wavelength_um,rad_angle_deg,signal,l_center,l_center_sd,det_name,signal_uc,azimuth_deg,wavenum
ERF_Log_File_20250227_1846,1424743229,1d,0,3,0.006766132883,0.004316309246,3,3.022276286,0,0,0,8,0.36,0.36,8,7.247877327e-05,93.35330301,0.06782584623,Total,5.850968041e-05,90,27777.77778
ERF_Log_File_20250224_1300,1424462509,1d,0,3,0.002139415867,0.006135965262,23,2.37455634,0,0,0,-10,0.401,0.4,10,4.704656594e-06,454.7443208,0.5490956404,Total,1.192806846e-05,-90,24937.65586
ERF_Log_File_20250224_1300,1424462610,1d,0,3,-0.00217264421,0.007490655289,23,2.377570638,0,0,0,-9,0.401,0.4,9,-4.77772698e-06,454.7443208,0.5490956404,Total,1.192835894e-05,-90,24937.65586
ERF_Log_File_20250224_1300,1424462711,1d,0,3,0.01105002228,0.0055907448,23,2.392934596,0,0,0,-8,0.401,0.4,8,2.429941788e-05,454.7443208,0.5490956404,Total,1.216400119e-05,-90,24937.65586
ERF_Log_File_20250224_1300,1424462812,1d,0,3,0.0125909801,0.006619878324,23,2.382883319,0,0,0,-7,0.401,0.4,7,2.768804254e-05,454.7443208,0.5490956404,Total,1.223621027e-05,-90,24937.65586
ERF_Log_File_20250224_1300,1424462901,1d,0,3,0.02171300188,0.0046243235,17,2.396383257,0,0,0,-6,0.401,0.4,6,4.774771424e-05,454.7443208,0.5490956404,Total,1.283975129e-05,-90,24937.65586
ERF_Log_File_20250224_1300,1424462962,1d,0,3,0.06097630856,0.00587533698,9,2.394703474,0,0,0,-5,0.401,0.4,5,0.000134089214,454.7443208,0.5490956404,Total,1.794109347e-05,-90,24937.65586
ERF_Log_File_20250224_1300,1424462999,1d,0,3,0.1456078964,0.004963288926,5,2.392775455,0,0,0,-4,0.401,0.4,4,0.0003201972839,454.7443208,0.5490956404,Total,3.416825922e-05,-90,24937.65586
ERF_Log_File_20250224_1300,1424463024,1d,0,3,0.421167472,0.006328712283,3,2.371232286,0,0,0,-3,0.401,0.4,3,0.0009261632367,454.7443208,0.5490956404,Total,9.338678445e-05,-90,24937.65586
ERF_Log_File_20250224_1300,1424463044,1d,0,3,0.7205242005,0.00675585922,3,2.391592857,0,0,0,-2.5,0.401,0.4,2.5,0.001584460031,454.7443208,0.5490956404,Total,0.000158905172,-90,24937.65586
ERF_Log_File_20250224_1300,1424463064,1d,0,3,1.229583029,0.009681863886,3,2.392207714,0,0,0,-2,0.401,0.4,2,0.002703899691,454.7443208,0.5490956404,Total,0.0002706722233,-90,24937.65586
ERF_Log_File_20250224_1300,1424463225,1d,0,3,1.326059411,0.008648210182,3,2.38878,0,0,0,2,0.401,0.4,2,0.002916054914,454.7443208,0.5490956404,Total,0.0002918702076,90,24937.65586
ERF_Log_File_20250224_1300,1424463246,1d,0,3,0.7363026182,0.004902170057,3,2.388123429,0,0,0,2.5,0.401,0.4,2.5,0.00161915737,454.7443208,0.5490956404,Total,0.0001623655929,90,24937.65586
ERF_Log_File_20250224_1300,1424463266,1d,0,3,0.4372083317,0.005138924314,3,2.392524857,0,0,0,3,0.401,0.4,3,0.0009614376953,454.7443208,0.5490956404,Total,9.688668432e-05,90,24937.65586
ERF_Log_File_20250224_1300,1424463291,1d,0,3,0.1544853429,0.00665334587,5,2.393240364,0,0,0,4,0.401,0.4,4,0.0003397191254,454.7443208,0.5490956404,Total,3.600439635e-05,90,24937.65586
ERF_Log_File_20250224_1300,1424463327,1d,0,3,0.06703002058,0.006697616079,9,2.389666632,0,0,0,5,0.401,0.4,5,0.0001474015563,454.7443208,0.5490956404,Total,1.895682762e-05,90,24937.65586
ERF_Log_File_20250224_1300,1424463388,1d,0,3,0.02887121789,0.005944038328,17,2.392813486,0,0,0,6,0.401,0.4,6,6.348890261e-05,454.7443208,0.5490956404,Total,1.350450782e-05,90,24937.65586
ERF_Log_File_20250224_1300,1424463477,1d,0,3,0.007435485928,0.005979351396,23,2.391444766,0,0,0,7,0.401,0.4,7,1.635091542e-05,454.7443208,0.5490956404,Total,1.203043478e-05,90,24937.65586
ERF_Log_File_20250224_1300,1424463579,1d,0,3,0.008452231927,0.007188702277,23,2.40515834,0,0,0,8,0.401,0.4,8,1.858677842e-05,454.7443208,0.5490956404,Total,1.206286176e-05,90,24937.65586
ERF_Log_File_20250224_1300,1424463680,1d,0,3,0.005609772854,0.005498482926,23,2.395982043,0,0,0,9,0.401,0.4,9,1.233610316e-05,454.7443208,0.5490956404,Total,1.198246482e-05,90,24937.65586
ERF_Log_File_20250224_1300,1424463781,1d,0,3,-0.004759020775,0.007407285292,23,2.39893966,0,0,0,10,0.401,0.4,10,-1.046526709e-05,454.7443208,0.5490956404,Total,1.196464896e-05,90,24937.65586
ERF_Log_File_20250226_1006,1424624887,2d,0,3,0.01486396165,0.006245184514,3,4.201203143,0,0,-3,-8.125,0.401,0.4,8.661156101,3.865063449e-05,384.5722545,0.6692956125,Total,1.461411132e-05,-110.2656975,24937.65586
