log_file,gps_time_s,type,photodiode,detector_index,l,l_sd,npts,monitor,manip_x_mm,manip_y_mm,manip_pitch_deg,manip_yaw_deg,wavelength_um,opa_wavelength_um,rad_angle_deg,signal,l_center,l_center_sd,det_name,signal_uc,azimuth_deg,wavenum
ERF_Log_File_20250224_1022,1424454329,1d,0,1,0.004500169134,0.005571580691,23,7.160874085,0,0,0,10,0.901,0.9,10,8.877403755e-06,506.9240127,0.2415606287,SSW,8.607344072e-06,90,11098.77913
ERF_Log_File_20250227_1509,1424729433,1d,0,1,0.001756366931,0.004936321617,23,2.216425957,0,0,0,-10,1.199,1.2,10,3.33728907e-06,526.2855253,0.2017133145,SSW,8.25322441e-06,-90,8340.28357
ERF_Log_File_20250227_1509,1424729534,1d,0,1,0.0103303617,0.004909527137,23,2.217156723,0,0,0,-9,1.199,1.2,9,1.962881592e-05,526.2855253,0.2017133145,SSW,8.476868365e-06,-90,8340.28357
ERF_Log_File_20250227_1509,1424729636,1d,0,1,0.005710705853,0.005206930131,23,2.215614638,0,0,0,-8,1.199,1.2,8,1.085096507e-05,526.2855253,0.2017133145,SSW,8.317559033e-06,-90,8340.28357
ERF_Log_File_20250227_1509,1424729737,1d,0,1,0.009437936827,0.006019843273,23,2.216120468,0,0,0,-7,1.199,1.2,7,1.793311116e-05,526.2855253,0.2017133145,SSW,8.439214925e-06,-90,8340.28357
ERF_Log_File_20250227_1509,1424729826,1d,0,1,0.02295626233,0.006319291287,17,2.215433086,0,0,0,-6,1.199,1.2,6,4.361940663e-05,526.2855253,0.2017133145,SSW,9.329048311e-06,-90,8340.28357
ERF_Log_File_20250227_1509,1424729887,1d,0,1,0.04191273426,0.003771503751,9,2.216009684,0,0,0,-5,1.199,1.2,5,7.963877449e-05,526.2855253,0.2017133145,SSW,1.146423187e-05,-90,8340.28357
ERF_Log_File_20250227_1509,1424729924,1d,0,1,0.07399285864,0.007135553019,5,2.214340545,0,0,0,-4,1.199,1.2,4,0.0001405945159,526.2855253,0.2017133145,SSW,1.629955273e-05,-90,8340.28357
ERF_Log_File_20250227_1509,1424729948,1d,0,1,0.1360482031,0.003430707149,3,2.215332286,0,0,0,-3,1.199,1.2,3,0.0002585064505,526.2855253,0.2017133145,SSW,2.713429569e-05,-90,8340.28357
ERF_Log_File_20250227_1509,1424729969,1d,0,1,0.1976623048,0.00240387417,3,2.215146286,0,0,0,-2.5,1.199,1.2,2.5,0.0003755799757,526.2855253,0.2017133145,SSW,3.845293538e-05,-90,8340.28357
ERF_Log_File_20250227_1509,1424729989,1d,0,1,0.3161670695,0.003235276891,3,2.214536857,0,0,0,-2,1.199,1.2,2,0.0006007519764,526.2855253,0.2017133145,SSW,6.063898685e-05,-90,8340.28357
ERF_Log_File_20250227_1509,1424730150,1d,0,1,0.3705571693,0.005159462526,3,2.224555143,0,0,0,2,1.199,1.2,2,0.0007040991088,526.2855253,0.2017133145,SSW,7.089169708e-05,90,8340.28357
ERF_Log_File_20250227_1509,1424730171,1d,0,1,0.2111703008,0.005945744708,3,2.223357143,0,0,0,2.5,1.199,1.2,2.5,0.0004012466441,526.2855253,0.2017133145,SSW,4.096360191e-05,90,8340.28357
ERF_Log_File_20250227_1509,1424730191,1d,0,1,0.1407365404,0.004641266887,3,2.220369429,0,0,0,3,1.199,1.2,3,0.0002674148036,526.2855253,0.2017133145,SSW,2.798431013e-05,90,8340.28357
ERF_Log_File_20250227_1509,1424730216,1d,0,1,0.07034822288,0.005556821951,5,2.219172364,0,0,0,4,1.199,1.2,4,0.0001336693097,526.2855253,0.2017133145,SSW,1.570610725e-05,90,8340.28357
ERF_Log_File_20250227_1509,1424730252,1d,0,1,0.03570794615,0.004956995129,9,2.218466526,0,0,0,5,1.199,1.2,5,6.784899914e-05,526.2855253,0.2017133145,SSW,1.067894562e-05,90,8340.28357
ERF_Log_File_20250227_1509,1424730313,1d,0,1,0.02058876991,0.005234051649,17,2.220204114,0,0,0,6,1.199,1.2,6,3.912091236e-05,526.2855253,0.2017133145,SSW,9.127377455e-06,90,8340.28357
ERF_Log_File_20250227_1509,1424730402,1d,0,1,0.01455294339,0.006211595673,23,2.219652723,0,0,0,7,1.199,1.2,7,2.76521825e-05,526.2855253,0.2017133145,SSW,8.697751482e-06,90,8340.28357
ERF_Log_File_20250227_1509,1424730504,1d,0,1,0.007723604804,0.004672749184,23,2.220362638,0,0,0,8,1.199,1.2,8,1.467569301e-05,526.2855253,0.2017133145,SSW,8.37604488e-06,90,8340.28357
ERF_Log_File_20250227_1509,1424730605,1d,0,1,0.006419855719,0.005086640809,23,2.219317745,0,0,0,9,1.199,1.2,9,1.21984273e-05,526.2855253,0.2017133145,SSW,8.336208652e-06,90,8340.28357
ERF_Log_File_20250227_1509,1424730706,1d,0,1,0.006288201273,0.005086690761,23,2.218611234,0,0,0,10,1.199,1.2,10,1.194826947e-05,526.2855253,0.2017133145,SSW,8.33258477e-06,90,8340.28357
ERF_Log_File_20250227_1034,1424712949,2d,0,1,0.008633127376,0.002892068738,3,4.019007143,0,0,-3,-8.125,1.541,1.55,8.661156101,1.461709232e-05,590.6186531,0.5337426702,SSW,7.492209959e-06,-110.2656975,6489.292667
ERF_Log_File_20250227_1034,1424712969,2d,0,1,0.0107419498,0.003731810306,3,4.017712,0,0,-3,-7.5,1.541,1.55,8.077747211,1.818762368e-05,590.6186531,0.5337426702,SSW,7.56998074e-06,-111.8014095,6489.292667
ERF_Log_File_20250227_1034,1424712989,2d,0,1,0.004402275133,0.006367753454,3,4.018510857,0,0,-3,-6.875,1.541,1.55,7.501041594,7.453667625e-06,590.6186531,0.5337426702,SSW,7.385936547e-06,-113.5747062,6489.292667
ERF_Log_File_20250227_1034,1424713010,2d,0,1,0.01682621198,0.003357668625,3,4.017795714,0,0,-3,-6.25,1.541,1.55,6.932712312,2.848913067e-05,590.6186531,0.5337426702,SSW,7.881206139e-06,-115.6410058,6489.292667
ERF_Log_File_20250227_1034,1424713030,2d,0,1,0.02660922272,0.003523725101,3,4.014698857,0,0,-3,-5.625,1.541,1.55,6.375,4.505313637e-05,590.6186531,0.5337426702,SSW,8.619509867e-06,-118.0724869,6489.292667
ERF_Log_File_20250227_1034,1424713050,2d,0,1,0.02706498151,0.004626856419,3,4.014492571,0,0,-3,-5,1.541,1.55,5.830951895,4.582479975e-05,590.6186531,0.5337426702,SSW,8.660096961e-06,-120.9637565,6489.292667
ERF_Log_File_20250227_1034,1424713071,2d,0,1,0.0317624686,0.003910289516,3,4.015691143,0,0,-3,-4.375,1.541,1.55,5.304773793,5.377830252e-05,590.6186531,0.5337426702,SSW,9.106034364e-06,-124.4389893,6489.292667
ERF_Log_File_20250227_1034,1424713091,2d,0,1,0.03157186566,0.005151822994,3,4.012626571,0,0,-3,-3.75,1.541,1.55,4.802343178,5.345558508e-05,590.6186531,0.5337426702,SSW,9.087011121e-06,-128.6598083,6489.292667
ERF_Log_File_20250227_1034,1424713111,2d,0,1,0.04407126471,0.005634193544,3,4.010793143,0,0,-3,-3.125,1.541,1.55,4.331930863,7.461881618e-05,590.6186531,0.5337426702,SSW,1.047285378e-05,-133.8308607,6489.292667
ERF_Log_File_20250227_1034,1424713132,2d,0,1,0.04902305401,0.005199834529,3,4.013192,0,0,-3,-2.5,1.541,1.55,3.905124838,8.300288816e-05,590.6186531,0.5337426702,SSW,1.108588574e-05,-140.1944289,6489.292667
ERF_Log_File_20250227_1034,1424713152,2d,0,1,0.08885846017,0.00117020357,3,4.015870286,0,0,-3,-1.875,1.541,1.55,3.537742925,0.0001504498033,590.6186531,0.5337426702,SSW,1.674414406e-05,-147.9946168,6489.292667
ERF_Log_File_20250227_1034,1424713173,2d,0,1,0.1128206105,0.002605692236,3,4.015784857,0,0,-3,-1.25,1.541,1.55,3.25,0.0001910210758,590.6186531,0.5337426702,SSW,2.046745601e-05,-157.3801351,6489.292667
ERF_Log_File_20250227_1034,1424713193,2d,0,1,0.135893231,0.006366812211,3,4.016015429,0,0,-3,-0.625,1.541,1.55,3.064412668,0.0002300862499,590.6186531,0.5337426702,SSW,2.415443024e-05,-168.2317111,6489.292667
ERF_Log_File_20250227_1034,1424713213,2d,0,1,0.1532822087,0.00587236162,3,4.013473429,0,0,-3,0,1.541,1.55,3,0.0002595282216,590.6186531,0.5337426702,SSW,2.697406952e-05,180,6489.292667
ERF_Log_File_20250227_1034,1424713234,2d,0,1,0.1351300289,0.002203244204,3,4.018348857,0,0,-3,0.625,1.541,1.55,3.064412668,0.0002287940419,590.6186531,0.5337426702,SSW,2.403136135e-05,168.2317111,6489.292667
ERF_Log_File_20250227_1034,1424713254,2d,0,1,0.1113728311,0.003050305436,3,4.021564857,0,0,-3,1.25,1.541,1.55,3.25,0.0001885697828,590.6186531,0.5337426702,SSW,2.023885153e-05,157.3801351,6489.292667
ERF_Log_File_20250227_1034,1424713274,2d,0,1,0.07536217934,0.005457219208,3,4.021262571,0,0,-3,1.875,1.541,1.55,3.537742925,0.0001275987119,590.6186531,0.5337426702,SSW,1.472494656e-05,147.9946168,6489.292667
ERF_Log_File_20250227_1034,1424713295,2d,0,1,0.06006562712,0.004386644801,3,4.021053429,0,0,-3,2.5,1.541,1.55,3.905124838,0.0001016995092,590.6186531,0.5337426702,SSW,1.25472224e-05,140.1944289,6489.292667
ERF_Log_File_20250227_1034,1424713315,2d,0,1,0.04481641817,0.001849351978,3,4.021608857,0,0,-3,3.125,1.541,1.55,4.331930863,7.588046523e-05,590.6186531,0.5337426702,SSW,1.056312425e-05,133.8308607,6489.292667
ERF_Log_File_20250227_1034,1424713335,2d,0,1,0.04322166374,0.003158045266,3,4.020812,0,0,-3,3.75,1.541,1.55,4.802343178,7.318032289e-05,590.6186531,0.5337426702,SSW,1.037084432e-05,128.6598083,6489.292667
ERF_Log_File_20250227_1034,1424713356,2d,0,1,0.02933826793,0.002655611343,3,4.021315714,0,0,-3,4.375,1.541,1.55,5.304773793,4.967379167e-05,590.6186531,0.5337426702,SSW,8.869797778e-06,124.4389893,6489.292667
