Wavelength,Normalized Flux,Relative Uncertainty
2.88E-05,0.967042223,0.1
2.90E-05,0.966818321,0.1
2.92E-05,0.966592782,0.1
2.94E-05,0.966365584,0.1
2.96E-05,0.966136751,0.1
2.98E-05,0.965906319,0.1
3.00E-05,0.965674295,0.1
3.02E-05,0.965440616,0.1
3.04E-05,0.965205133,0.1
3.07E-05,0.9649676,0.1
3.09E-05,0.964727689,0.1
3.11E-05,0.964485019,0.1
3.13E-05,0.964239198,0.1
3.15E-05,0.963989871,0.1
3.17E-05,0.963736773,0.1
3.20E-05,0.963479773,0.1
3.22E-05,0.963218899,0.1
3.24E-05,0.962954358,0.1
3.26E-05,0.962686526,0.1
3.28E-05,0.962415929,0.1
3.31E-05,0.9621432,0.1
3.33E-05,0.961869025,0.1
3.35E-05,0.961594093,0.1
3.38E-05,0.961319032,0.1
3.40E-05,0.961044359,0.1
3.42E-05,0.960770441,0.1
3.45E-05,0.960497471,0.1
3.47E-05,0.960225454,0.1
3.50E-05,0.959954223,0.1
3.52E-05,0.959683453,0.1
3.54E-05,0.959412704,0.1
3.57E-05,0.959141459,0.1
3.59E-05,0.958869173,0.1
3.62E-05,0.958595313,0.1
3.64E-05,0.958319401,0.1
3.67E-05,0.95804104,0.1
3.69E-05,0.957759934,0.1
3.72E-05,0.95747589,0.1
3.75E-05,0.957188815,0.1
3.77E-05,0.9568987,0.1
3.80E-05,0.95660559,0.1
3.82E-05,0.956309564,0.1
3.85E-05,0.956010696,0.1
3.88E-05,0.955709034,0.1
3.90E-05,0.955404577,0.1
3.93E-05,0.955097258,0.1
3.96E-05,0.954786937,0.1
3.99E-05,0.954473409,0.1
4.01E-05,0.954156415,0.1
4.04E-05,0.953835661,0.1
4.07E-05,0.953510849,0.1
4.10E-05,0.953181699,0.1
4.13E-05,0.952847991,0.1
4.16E-05,0.952509584,0.1
4.18E-05,0.952166445,0.1
4.21E-05,0.951818666,0.1
4.24E-05,0.951466476,0.1
4.27E-05,0.951110235,0.1
4.30E-05,0.950750433,0.1
4.33E-05,0.950387667,0.1
4.36E-05,0.950022619,0.1
4.39E-05,0.949656023,0.1
4.42E-05,0.949288628,0.1
4.45E-05,0.948921166,0.1
4.48E-05,0.948554311,0.1
4.51E-05,0.948188647,0.1
4.55E-05,0.947824635,0.1
4.58E-05,0.947462596,0.1
4.61E-05,0.947102692,0.1
4.64E-05,0.946744916,0.1
4.67E-05,0.946389098,0.1
4.71E-05,0.946034911,0.1
4.74E-05,0.945681886,0.1
4.77E-05,0.945329436,0.1
4.80E-05,0.944976884,0.1
4.84E-05,0.94462349,0.1
4.87E-05,0.944268485,0.1
4.91E-05,0.9439111,0.1
4.94E-05,0.9435506,0.1
4.97E-05,0.943186302,0.1
5.01E-05,0.942817605,0.1
5.04E-05,0.942444001,0.1
5.08E-05,0.94206509,0.1
5.11E-05,0.941680579,0.1
5.15E-05,0.941290289,0.1
5.18E-05,0.94089414,0.1
5.22E-05,0.940492148,0.1
5.26E-05,0.940084405,0.1
5.29E-05,0.939671063,0.1
5.33E-05,0.939252315,0.1
5.37E-05,0.938828376,0.1
5.40E-05,0.938399462,0.1
5.44E-05,0.937965775,0.1
5.48E-05,0.937527485,0.1
5.52E-05,0.937084717,0.1
5.56E-05,0.936637548,0.1
5.59E-05,0.936185996,0.1
5.63E-05,0.935730023,0.1
5.67E-05,0.935269537,0.1
5.71E-05,0.934804399,0.1
5.75E-05,0.934334435,0.1
5.79E-05,0.933859445,0.1
5.83E-05,0.933379221,0.1
5.87E-05,0.932893561,0.1
5.91E-05,0.932402287,0.1
5.95E-05,0.931905261,0.1
5.99E-05,0.931402399,0.1
6.04E-05,0.930893684,0.1
6.08E-05,0.93037918,0.1
6.12E-05,0.929859037,0.1
6.16E-05,0.9293335,0.1
6.21E-05,0.928802907,0.1
6.25E-05,0.928267691,0.1
6.29E-05,0.927728372,0.1
6.34E-05,0.927185554,0.1
6.38E-05,0.926639908,0.1
6.42E-05,0.926092162,0.1
6.47E-05,0.925543086,0.1
6.51E-05,0.924993469,0.1
6.56E-05,0.924444109,0.1
6.60E-05,0.923895786,0.1
6.65E-05,0.923349245,0.1
6.70E-05,0.92280518,0.1
6.74E-05,0.922264213,0.1
6.79E-05,0.921726879,0.1
6.84E-05,0.92119361,0.1
6.88E-05,0.920664727,0.1
6.93E-05,0.920140424,0.1
6.98E-05,0.91962077,0.1
7.03E-05,0.919105694,0.1
7.08E-05,0.918594996,0.1
7.13E-05,0.918088338,0.1
7.18E-05,0.917585257,0.1
7.23E-05,0.917085165,0.1
7.28E-05,0.916587365,0.1
7.33E-05,0.916091059,0.1
7.38E-05,0.915595363,0.1
7.43E-05,0.915099318,0.1
7.48E-05,0.914601913,0.1
7.53E-05,0.914102094,0.1
7.58E-05,0.913598787,0.1
7.64E-05,0.913090911,0.1
7.69E-05,0.912577397,0.1
7.74E-05,0.9120572,0.1
7.80E-05,0.911529321,0.1
7.85E-05,0.910992811,0.1
7.90E-05,0.910446792,0.1
7.96E-05,0.909890462,0.1
8.02E-05,0.909323105,0.1
8.07E-05,0.908744099,0.1
8.13E-05,0.908152921,0.1
8.18E-05,0.907549147,0.1
8.24E-05,0.906932456,0.1
8.30E-05,0.906302631,0.1
8.35E-05,0.90565955,0.1
8.41E-05,0.905003191,0.1
8.47E-05,0.904333618,0.1
8.53E-05,0.90365098,0.1
8.59E-05,0.902955501,0.1
8.65E-05,0.902247472,0.1
8.71E-05,0.901527242,0.1
8.77E-05,0.900795207,0.1
8.83E-05,0.9000518,0.1
8.89E-05,0.899297482,0.1
8.95E-05,0.898532733,0.1
9.01E-05,0.897758038,0.1
9.08E-05,0.896973882,0.1
9.14E-05,0.896180738,0.1
9.20E-05,0.895379063,0.1
9.27E-05,0.894569286,0.1
9.33E-05,0.893751805,0.1
9.40E-05,0.892926981,0.1
9.46E-05,0.892095134,0.1
9.53E-05,0.891256537,0.1
9.59E-05,0.89041142,0.1
9.66E-05,0.88955996,0.1
9.73E-05,0.888702291,0.1
9.79E-05,0.887838498,0.1
9.86E-05,0.886968619,0.1
9.93E-05,0.886092653,0.1
0.0001,0.885210558,0.1
