Wavelength,Normalized Flux,Relative Uncertainty
2.88E-05,0.96012235,0.1
2.90E-05,0.959849566,0.1
2.92E-05,0.959575553,0.1
2.94E-05,0.959300211,0.1
2.96E-05,0.959023505,0.1
2.98E-05,0.958745454,0.1
3.00E-05,0.958466112,0.1
3.02E-05,0.95818553,0.1
3.04E-05,0.957903733,0.1
3.07E-05,0.957620681,0.1
3.09E-05,0.957336252,0.1
3.11E-05,0.957050222,0.1
3.13E-05,0.956762265,0.1
3.15E-05,0.956471966,0.1
3.17E-05,0.956178837,0.1
3.20E-05,0.955882354,0.1
3.22E-05,0.955581994,0.1
3.24E-05,0.955277274,0.1
3.26E-05,0.954967793,0.1
3.28E-05,0.954653263,0.1
3.31E-05,0.954333537,0.1
3.33E-05,0.954008622,0.1
3.35E-05,0.953678682,0.1
3.38E-05,0.953344027,0.1
3.40E-05,0.953005095,0.1
3.42E-05,0.952662419,0.1
3.45E-05,0.952316593,0.1
3.47E-05,0.951968233,0.1
3.50E-05,0.951617938,0.1
3.52E-05,0.951266256,0.1
3.54E-05,0.950913653,0.1
3.57E-05,0.950560493,0.1
3.59E-05,0.950207025,0.1
3.62E-05,0.949853383,0.1
3.64E-05,0.949499592,0.1
3.67E-05,0.94914558,0.1
3.69E-05,0.948791204,0.1
3.72E-05,0.948436268,0.1
3.75E-05,0.948080554,0.1
3.77E-05,0.947723849,0.1
3.80E-05,0.947365959,0.1
3.82E-05,0.947006734,0.1
3.85E-05,0.94664608,0.1
3.88E-05,0.946283955,0.1
3.90E-05,0.945920376,0.1
3.93E-05,0.945555406,0.1
3.96E-05,0.945189139,0.1
3.99E-05,0.944821683,0.1
4.01E-05,0.944453138,0.1
4.04E-05,0.944083574,0.1
4.07E-05,0.943713008,0.1
4.10E-05,0.943341389,0.1
4.13E-05,0.94296858,0.1
4.16E-05,0.942594351,0.1
4.18E-05,0.942218373,0.1
4.21E-05,0.941840222,0.1
4.24E-05,0.941459388,0.1
4.27E-05,0.941075287,0.1
4.30E-05,0.940687286,0.1
4.33E-05,0.940294719,0.1
4.36E-05,0.939896917,0.1
4.39E-05,0.939493234,0.1
4.42E-05,0.939083073,0.1
4.45E-05,0.938665911,0.1
4.48E-05,0.938241319,0.1
4.51E-05,0.937808982,0.1
4.55E-05,0.937368711,0.1
4.58E-05,0.936920449,0.1
4.61E-05,0.936464277,0.1
4.64E-05,0.936000406,0.1
4.67E-05,0.93552917,0.1
4.71E-05,0.935051013,0.1
4.74E-05,0.934566472,0.1
4.77E-05,0.934076157,0.1
4.80E-05,0.933580724,0.1
4.84E-05,0.93308086,0.1
4.87E-05,0.932577251,0.1
4.91E-05,0.932070568,0.1
4.94E-05,0.93156144,0.1
4.97E-05,0.931050439,0.1
5.01E-05,0.930538068,0.1
5.04E-05,0.930024748,0.1
5.08E-05,0.92951081,0.1
5.11E-05,0.928996497,0.1
5.15E-05,0.928481962,0.1
5.18E-05,0.927967271,0.1
5.22E-05,0.927452415,0.1
5.26E-05,0.92693732,0.1
5.29E-05,0.926421857,0.1
5.33E-05,0.925905857,0.1
5.37E-05,0.925389128,0.1
5.40E-05,0.924871467,0.1
5.44E-05,0.924352674,0.1
5.48E-05,0.923832566,0.1
5.52E-05,0.923310989,0.1
5.56E-05,0.922787824,0.1
5.59E-05,0.922262996,0.1
5.63E-05,0.921736478,0.1
5.67E-05,0.921208288,0.1
5.71E-05,0.920678495,0.1
5.75E-05,0.920147207,0.1
5.79E-05,0.919614572,0.1
5.83E-05,0.919080764,0.1
5.87E-05,0.918545974,0.1
5.91E-05,0.9180104,0.1
5.95E-05,0.917474236,0.1
5.99E-05,0.916937655,0.1
6.04E-05,0.916400799,0.1
6.08E-05,0.915863768,0.1
6.12E-05,0.915326607,0.1
6.16E-05,0.914789294,0.1
6.21E-05,0.914251736,0.1
6.25E-05,0.913713761,0.1
6.29E-05,0.913175111,0.1
6.34E-05,0.91263544,0.1
6.38E-05,0.912094318,0.1
6.42E-05,0.911551227,0.1
6.47E-05,0.91100557,0.1
6.51E-05,0.910456674,0.1
6.56E-05,0.909903801,0.1
6.60E-05,0.909346154,0.1
6.65E-05,0.908782891,0.1
6.70E-05,0.908213139,0.1
6.74E-05,0.907636002,0.1
6.79E-05,0.907050579,0.1
6.84E-05,0.906455976,0.1
6.88E-05,0.905851322,0.1
6.93E-05,0.905235781,0.1
6.98E-05,0.904608564,0.1
7.03E-05,0.903968944,0.1
7.08E-05,0.903316263,0.1
7.13E-05,0.902649947,0.1
7.18E-05,0.901969508,0.1
7.23E-05,0.901274557,0.1
7.28E-05,0.900564803,0.1
7.33E-05,0.899840062,0.1
7.38E-05,0.899100254,0.1
7.43E-05,0.898345403,0.1
7.48E-05,0.897575642,0.1
7.53E-05,0.896791199,0.1
7.58E-05,0.895992401,0.1
7.64E-05,0.895179664,0.1
7.69E-05,0.894353487,0.1
7.74E-05,0.893514442,0.1
7.80E-05,0.892663167,0.1
7.85E-05,0.891800356,0.1
7.90E-05,0.890926748,0.1
7.96E-05,0.890043115,0.1
8.02E-05,0.889150256,0.1
8.07E-05,0.888248981,0.1
8.13E-05,0.887340107,0.1
8.18E-05,0.886424441,0.1
8.24E-05,0.885502776,0.1
8.30E-05,0.88457588,0.1
8.35E-05,0.88364449,0.1
8.41E-05,0.882709301,0.1
8.47E-05,0.881770964,0.1
8.53E-05,0.880830078,0.1
8.59E-05,0.879887188,0.1
8.65E-05,0.878942779,0.1
8.71E-05,0.877997277,0.1
8.77E-05,0.877051045,0.1
8.83E-05,0.876104383,0.1
8.89E-05,0.875157532,0.1
8.95E-05,0.87421067,0.1
9.01E-05,0.873263921,0.1
9.08E-05,0.872317351,0.1
9.14E-05,0.871370979,0.1
9.20E-05,0.870424776,0.1
9.27E-05,0.869478672,0.1
9.33E-05,0.86853256,0.1
9.40E-05,0.867586304,0.1
9.46E-05,0.866639743,0.1
9.53E-05,0.865692697,0.1
9.59E-05,0.864744973,0.1
9.66E-05,0.863796373,0.1
9.73E-05,0.862846695,0.1
9.79E-05,0.861895743,0.1
9.86E-05,0.860943332,0.1
9.93E-05,0.859989289,0.1
0.0001,0.859033463,0.1
